"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.754088804E0,-9.571290575E-3,-1.013599682E1,-1.143769264E0
2.763775575E0,4.785645287E-3,-1.021256733E1,-1.052842021E0
2.773463492E0,6.699903309E-2,-1.012164021E1,-1.043270707E0
2.783147971E0,8.614161611E-2,-9.925428391E0,-8.662018180E-1
2.792833439E0,-5.742774159E-2,-8.767302513E0,-1.421336651E0
2.802519533E0,-4.307080805E-1,-1.141376400E1,-7.992027402E-1
2.812203856E0,-9.571290761E-2,-9.518648148E0,-4.019941986E-1
2.821891200E0,-3.493520916E-1,-9.226723671E0,-7.848458290E-1
2.831577137E0,-6.029912829E-1,-8.982656479E0,-4.259224236E-1
2.841263075E0,-5.982056856E-1,-9.533005714E0,-3.589234054E-1
2.850949117E0,-5.694918036E-1,-1.002592659E1,-4.067798555E-1
2.860634742E0,-5.168496966E-1,-1.024606609E1,-4.546363056E-1
2.870320002E0,-8.039883971E-1,-1.083470058E1,-1.339980662E-1
2.880007189E0,-9.379864931E-1,-9.944570541E0,-1.225125194E0
2.889692710E0,-1.258624673E0,-9.743574142E0,-9.906286001E-1
2.899379064E0,-1.789831281E0,-1.117926693E1,-9.044869542E-1
2.909065210E0,-1.631905079E0,-1.064327526E1,-1.363908887E0
2.918751773E0,-1.751546144E0,-1.077248764E1,-1.378265858E0
2.928438075E0,-1.153340459E0,-1.023649502E1,-1.402194023E0
2.938125523E0,-8.231309652E-1,-9.925428391E0,-9.332008362E-1
2.947811460E0,-6.221339107E-1,-9.939785004E0,-7.274180651E-1
2.957497867E0,-5.790630579E-1,-9.877572060E0,-8.662018180E-1
2.967183387E0,-5.216353536E-1,-9.891928673E0,-9.523434043E-1
2.976870471E0,-2.679961324E-1,-9.370293617E0,-1.301695466E0
2.986557971E0,-7.226324677E-1,-1.100219822E1,-1.497906923E0
2.996244898E0,-1.483550072E-1,-9.504291534E0,-6.125625968E-1
3.005930471E0,-1.866401732E-1,-9.671789169E0,-9.667003751E-1
3.015616669E0,-2.392822690E-2,-9.633503914E0,-8.901300430E-1
3.025301929E0,6.699903309E-2,-9.475577354E0,-6.843472719E-1
3.034988856E0,-2.392822690E-2,-9.834501266E0,-8.614161611E-1
3.044676044E0,1.435693540E-2,-9.820143700E0,-6.221339107E-1
3.054362450E0,-1.435693651E-1,-9.820143700E0,-6.939185858E-1
