"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.825268625E1,-1.244267747E-1,9.944570541E0,1.866401732E-1
1.826237271E1,-1.339980662E-1,9.920642853E0,1.818545163E-1
1.827205782E1,-1.387837082E-1,9.939785004E0,1.818545163E-1
1.828174308E1,-1.196411327E-1,9.934999466E0,1.866401732E-1
1.829142829E1,-1.148554832E-1,9.915857315E0,1.818545163E-1
1.830111292E1,-1.244267747E-1,9.920642853E0,1.866401732E-1
1.831079839E1,-1.339980662E-1,9.911071777E0,1.818545163E-1
1.832048370E1,-1.292124242E-1,9.934999466E0,1.914258152E-1
1.833016870E1,-1.100698411E-1,9.930213928E0,1.770688742E-1
1.833985506E1,-1.339980662E-1,9.930213928E0,1.818545163E-1
1.834954068E1,-1.244267747E-1,9.939785004E0,1.866401732E-1
1.835922719E1,-1.148554832E-1,9.934999466E0,1.818545163E-1
1.836891141E1,-1.148554832E-1,9.930213928E0,1.722832322E-1
1.837859615E1,-1.244267747E-1,9.920642853E0,1.722832322E-1
1.838828068E1,-1.244267747E-1,9.915857315E0,1.722832322E-1
1.839796516E1,-1.292124242E-1,9.906285286E0,1.579262912E-1
1.840765068E1,-1.148554832E-1,9.920642853E0,1.674975902E-1
1.841733662E1,-1.148554832E-1,9.925428391E0,1.818545163E-1
1.842702157E1,-1.339980662E-1,9.925428391E0,1.722832322E-1
1.843670693E1,-1.339980662E-1,9.930213928E0,1.818545163E-1
1.844639271E1,-1.196411327E-1,9.930213928E0,1.770688742E-1
1.845607776E1,-1.196411327E-1,9.915857315E0,1.627119333E-1
1.846576271E1,-1.339980662E-1,9.930213928E0,1.914258152E-1
1.847544672E1,-1.339980662E-1,9.930213928E0,1.866401732E-1
1.848513355E1,-1.244267747E-1,9.925428391E0,1.722832322E-1
1.849481969E1,-1.244267747E-1,9.925428391E0,1.770688742E-1
1.850450625E1,-1.339980662E-1,9.920642853E0,1.770688742E-1
1.851419282E1,-1.244267747E-1,9.920642853E0,1.722832322E-1
1.852387740E1,-1.292124242E-1,9.939785004E0,1.770688742E-1
1.853356370E1,-1.292124242E-1,9.930213928E0,1.962114573E-1
1.854324761E1,-1.292124242E-1,9.925428391E0,1.722832322E-1
1.855293209E1,-1.148554832E-1,9.925428391E0,1.674975902E-1
1.856261599E1,-1.244267747E-1,9.920642853E0,1.866401732E-1
1.857230032E1,-1.339980662E-1,9.925428391E0,1.818545163E-1
1.858198605E1,-1.387837082E-1,9.939785004E0,1.818545163E-1
1.859167146E1,-1.292124242E-1,9.939785004E0,1.818545163E-1
1.860135678E1,-1.244267747E-1,9.930213928E0,1.770688742E-1
1.861104282E1,-1.196411327E-1,9.925428391E0,1.866401732E-1
1.862072844E1,-1.292124242E-1,9.934999466E0,1.674975902E-1
1.863041433E1,-1.148554832E-1,9.944570541E0,1.770688742E-1
1.864010032E1,-1.196411327E-1,9.915857315E0,1.722832322E-1
1.864978459E1,-1.100698411E-1,9.939785004E0,1.770688742E-1
1.865946907E1,-1.244267747E-1,9.925428391E0,1.866401732E-1
1.866915386E1,-1.339980662E-1,9.930213928E0,1.770688742E-1
1.867883849E1,-1.148554832E-1,9.920642853E0,1.770688742E-1
1.868852308E1,-1.196411327E-1,9.925428391E0,1.914258152E-1
1.869820808E1,-1.339980662E-1,9.930213928E0,1.770688742E-1
1.870789276E1,-1.244267747E-1,9.930213928E0,1.866401732E-1
1.871757657E1,-1.148554832E-1,9.939785004E0,1.770688742E-1
1.872726146E1,-1.244267747E-1,9.939785004E0,1.770688742E-1
1.873694662E1,-1.244267747E-1,9.939785004E0,1.770688742E-1
1.874663115E1,-1.196411327E-1,9.944570541E0,1.818545163E-1
1.875631615E1,-1.292124242E-1,9.954142570E0,1.866401732E-1
1.876600058E1,-1.244267747E-1,9.934999466E0,1.722832322E-1
1.877568542E1,-1.244267747E-1,9.934999466E0,1.770688742E-1
1.878536933E1,-1.244267747E-1,9.934999466E0,1.722832322E-1
1.879505490E1,-1.148554832E-1,9.925428391E0,1.722832322E-1
1.880474006E1,-1.339980662E-1,9.920642853E0,1.722832322E-1
1.881442506E1,-1.196411327E-1,9.930213928E0,1.770688742E-1
1.882410802E1,-1.196411327E-1,9.930213928E0,1.722832322E-1
1.883379266E1,-1.292124242E-1,9.934999466E0,1.866401732E-1
1.884347693E1,-1.196411327E-1,9.934999466E0,1.818545163E-1
1.885316167E1,-1.292124242E-1,9.930213928E0,1.674975902E-1
1.886284532E1,-1.483550072E-1,9.925428391E0,1.722832322E-1
1.887253053E1,-1.387837082E-1,9.925428391E0,1.914258152E-1
1.888221610E1,-1.292124242E-1,9.934999466E0,1.866401732E-1
1.889190079E1,-1.244267747E-1,9.939785004E0,1.627119333E-1
1.890158698E1,-1.244267747E-1,9.915857315E0,1.722832322E-1
1.891127178E1,-1.244267747E-1,9.939785004E0,1.674975902E-1
1.892095589E1,-1.339980662E-1,9.930213928E0,1.866401732E-1
1.893064183E1,-1.244267747E-1,9.934999466E0,1.674975902E-1
1.894032683E1,-1.244267747E-1,9.934999466E0,1.866401732E-1
1.895001198E1,-1.292124242E-1,9.920642853E0,1.722832322E-1
