"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.920257917E0,-1.010728264E1,-4.785645381E-2,1.311266780E0
2.929943073E0,-9.963713646E0,1.674975902E-1,1.909472466E0
2.939628959E0,-9.958928108E0,6.221338734E-2,2.727817893E-1
2.949313542E0,-9.973284721E0,3.349951655E-2,-5.742774159E-2
2.959000990E0,-9.973284721E0,2.871387079E-2,-1.914258152E-1
2.968686615E0,-9.978070259E0,3.828516230E-2,-1.196411327E-1
2.978371251E0,-9.954142570E0,4.307080805E-2,6.699903309E-2
2.988057605E0,-9.958928108E0,8.135596663E-2,2.297109663E-1
2.997744792E0,-9.968499184E0,1.914258115E-2,-1.866401732E-1
3.007432344E0,-9.963713646E0,1.435693540E-2,-3.732803464E-1
3.017118907E0,-9.973284721E0,-4.785645287E-3,-4.881358147E-1
3.026806719E0,-9.958928108E0,1.052841991E-1,-6.508477330E-1
3.036492917E0,-9.978070259E0,9.571290575E-3,4.642075896E-1
3.046179688E0,-9.930213928E0,2.201396823E-1,2.967100143E0
3.055865678E0,-9.944570541E0,5.264209956E-2,5.982056856E-1
3.065551876E0,-9.963713646E0,6.699903309E-2,2.105683982E-1
3.075237240E0,-9.968499184E0,9.092725813E-2,9.092725813E-2
3.084922448E0,-9.958928108E0,1.435693540E-2,1.483550072E-1
3.094608073E0,-9.973284721E0,2.871387079E-2,1.579262912E-1
3.104293334E0,-9.973284721E0,3.828516230E-2,1.483550072E-1
3.113978282E0,-9.958928108E0,4.307080805E-2,2.153540403E-1
3.123663334E0,-9.997213364E0,1.387837082E-1,1.674975902E-1
3.133347813E0,-9.954142570E0,-4.307080805E-2,2.201396823E-1
3.143034323E0,-9.978070259E0,3.349951655E-2,1.722832322E-1
3.152719532E0,-9.968499184E0,5.264209956E-2,2.009970993E-1
3.162405782E0,-9.963713646E0,6.221338734E-2,1.531406492E-1
3.172092084E0,-9.978070259E0,7.657032460E-2,1.770688742E-1
3.181778542E0,-9.973284721E0,2.009970993E-1,1.339980662E-1
3.191465001E0,-9.992427826E0,1.483550072E-1,6.699903309E-2
3.201150834E0,-9.978070259E0,-1.052841991E-1,-6.221338734E-2
3.210836563E0,-9.963713646E0,-9.092725813E-2,1.196411327E-1
3.220522709E0,-9.891928673E0,1.052841991E-1,-4.211367965E-1
3.230210209E0,-1.002114105E1,-3.828516230E-2,1.531406492E-1
3.239897969E0,-9.963713646E0,6.221338734E-2,6.652047038E-1
3.249583021E0,-9.963713646E0,4.307080805E-2,1.770688742E-1
3.259269271E0,-9.978070259E0,2.871387079E-2,-1.100698411E-1
3.268955105E0,-9.968499184E0,2.871387079E-2,7.657032460E-2
3.278640053E0,-9.973284721E0,8.614161611E-2,7.417750359E-1
3.288325105E0,-9.958928108E0,6.699903309E-2,4.402793646E-1
